protein name	cluster
ASZ1	32
GKN1	32
PEX11G	32
SFXN2	32
MFSD3	32
SLC16A7	32
TMEM51	32
CNR2	32
PEMT	32
MSMO1	32
AQP6	32
FAM174A	32
CYP4F22	32
PTGES	32
LY6D	32
HSD3B1	32
NDUFB2	33
LY6G6D	33
ZBED8	33
MEOX2	33
PDS5A	33
FTL	33
DEF8	33
ILF2	33
SPON1	33
TRIM17	33
CXCL5	33
EBF1	34
ATPAF2	34
LURAP1L	34
POLR2J3	34
LGALS9B	34
CLK2	35
RSRP1	35
GTPBP2	35
ECE1	35
SNRNP70	35
CLASRP	35
ZNF136	35
FAM25A	36
S100A6	36
GPD1	36
FAM25G	36
FAM25C	36
COX16	36
KRTAP9-2	37
KRTAP10-11	37
P3H3	37
MACO1	37
CYP21A2	37
PIGS	37
