protein name	cluster
ABHD11	111
ETFDH	111
MLLT6	111
SOX5	111
TLE5	111
ZNF250	112
ZNF329	112
ZCCHC13	112
ZNF490	112
NEXN	112
ZNF768	112
RAB6B	113
NRAS	113
DIRAS1	113
RGL3	113
UNC45A	113
RAP1GDS1	113
PLEKHB1	113
RAP2B	113
DIRAS2	113
RRAS2	113
DBF4B	114
FADS2	114
VDR	114
THAP6	114
INTS10	114
TEX28	114
ZNF655	114
SIGLEC6	114
OTUD4	114
PORCN	115
MAIP1	115
GSDMA	115
LETMD1	115
APOC4	115
H4C7	115
APOC4-APOC2	115
RSAD2	115
APOC1	115
PCMT1	116
FGF16	116
DAGLB	116
CLP1	116
RPIA	116
CCDC92	117
FHL2	117
RFX3	117
SP2	117
NBPF6	117
ZNF85	117
VXN	117
ABLIM1	117
DYNLL2	118
RASGRP4	118
CCDC28A	118
DYNLL1	118
GNL3L	118
THAP10	118
FAM117B	118
C12orf40	118
SEPTIN1	119
SEPTIN5	119
SEPTIN2	119
SEPTIN11	119
SEPTIN12	119
FEM1A	120
NMI	120
HHLA3	120
BRAT1	120
MYOM3	120
HDDC3	120
GCSH	120
C8orf34	121
RSPH3	121
PRKAR2A	121
SPA17	121
AKAP7	121
AKAP5	121
AKAP14	121
FOXP2	122
FRS2	122
NELFA	122
CDK3	122
RACGAP1	122
PAX7	123
ZBTB49	123
GLIS3	123
CIB1	123
SCAF1	123
LSS	123
DEFB127	124
IER3	124
HTR2C	124
TMUB1	124
TMBIM6	124
PI16	124
KCNC1	124
SYT9	124
TNFRSF17	124
GPHB5	124
PIANP	124
LMO1	125
KRBOX4	125
NDUFA7	125
ZNF641	125
AC010323.1	125
HNRNPM	125
TSPAN31	126
APOA5	126
RDH10	126
RHEX	126
SUCLA2	126
SCAMP1	126
ECPAS	126
MCEE	126
TMEM208	126
CMTM5	126
PRAF2	126
REEP5	126
GAD1	126
MAL2	126
TUFM	126
CMTM6	126
SSX5	126
DDA1	126
NAT8	126
CACNA1S	127
EIF5A	127
MOBP	127
HMGB3	127
METTL21A	127
KLF15	127
PDS5A	127
DNMT3A	127
ISY1-RAB43	127
TJAP1	127
KBTBD7	127
DEF8	127
ILF2	127
HOOK3	127
NFYA	127
SPON1	127
TRIM17	127
MEOX1	127
MAB21L2	127
TTC23L	127
EIF6	127
SAMD4A	127
AKT2	127
RIMS3	127
ZKSCAN3	127
ZNF69	127
CCDC106	127
RRP8	127
METAP1	127
TEX14	127
MEOX2	127
CPNE2	127
FTL	127
PDE4DIP	127
PRMT3	127
SERGEF	127
TBX19	127
VWCE	127
ZNF547	127
PDP1	127
ZFP90	127
BUD31	127
DPH3	127
TSPAN7	127
ARHGEF15	127
MDM4	127
CDC34	127
IQGAP1	127
LRRC18	127
POLR3GL	127
RCN3	127
MRPL28	127
C10orf88	127
ODF2	127
CXCL5	127
ZNF639	127
ZNF558	127
PLAAT1	127
DOCK8	127
NDUFB2	127
ZBED8	127
LY6G6D	127
CFAP53	127
PRKG1	127
ATG12	127
FOXN1	127
GJC1	127
OR6B1	127
TTC9C	127
ANKRD1	127
CHD2	127
ISY1	127
VMP1	127
ELOA2	127
FAM25A	128
S100A6	128
LCN1	128
TOMM20L	128
GPD1	128
PPIC	128
IGLL1	128
FAM25G	128
ARMCX3	128
ARMC10	128
FAM25C	128
KLHL35	128
COX16	128
BOLA1	129
CLCNKA	129
BOLA2B	129
SLITRK5	129
BOLA2	129
PSMB11	130
KRT6C	130
KRT4	130
KRT74	130
KRT6A	130
KRT2	130
KRT78	130
KRT72	130
KRT81	130
KRT3	130
GET4	130
SCT	130
FBN1	130
KRT86	130
IFT74	130
KRT82	130
KRT85	130
KRT71	130
KRT6B	130
KRT79	130
AC084337.2	130
BRPF1	130
KRT1	130
GOLGA7B	130
TIMM10B	130
HGS	130
KRT8	130
LRRC61	130
LURAP1	130
CCDC183	130
KRT5	130
ZNF385C	131
SP4	131
ZNF683	131
PTTG2	131
PRR20E	131
PRR20C	131
PRR20D	131
RBM42	131
ZMYM6	131
PRR20A	131
FOXP3	131
RBM23	131
NOTCH3	131
TBX3	131
MIEN1	131
ZCCHC14	131
PRR20B	131
ANKHD1	131
ZNF34	131
ESRP1	131
MBNL3	131
CREM	131
TPRX1	131
CELF4	131
HNRNPK	132
PCDHB14	132
RBM3	132
RASD1	132
APOBEC3C	132
RBMY1A1	132
YTHDC1	132
PRR3	132
MSRB3	133
OTOS	133
AC018755.2	133
SIGLEC5	133
VAC14	133
KHDC1	133
VHLL	133
IQCC	134
PROSER3	134
CCHCR1	134
BFSP1	134
ZWINT	134
EXOC4	134
PCM1	134
GOLGA1	134
TEX33	134
ZNF394	135
RNPS1	135
SRSF9	135
ZNF286A	135
ZNF41	135
AC005324.3	135
ZNF345	135
PTBP2	136
MRPL15	136
RBM4B	136
MATR3	136
SNRPA	136
SLC51B	137
TNFRSF19	137
C1QTNF6	137
SRL	137
RNASE10	137
PRB4	137
SGTA	137
KCNIP3	137
FGF21	137
ERP27	137
BTC	137
GUCA1A	137
SDC4	137
C1QTNF1	137
CYB5R1	137
UBL4A	137
NAXD	137
C1QTNF5	137
HIGD1C	137
SHISA5	137
SMIM14	137
ETNK1	137
KCNA1	138
MAL	138
KCNA10	138
CLDN22	138
CLDN20	138
CXADR	138
RAMP1	138
SLC35B2	138
DOLK	138
EVI2A	138
SHISA3	138
CLEC4C	138
BTN2A1	138
CLDN14	138
CLDN11	138
INTS2	139
ZBTB12	139
BTG1	139
ATP6V1C2	139
ONECUT3	139
NCK2	139
WASF1	139
FAM53C	139
ZNF341	139
CHN2	139
SH3KBP1	139
CUEDC1	139
KIAA0408	139
ANKK1	139
CHN1	139
NCK1	139
EIF3H	139
KCTD17	139
CAND2	140
ARL8B	140
TAOK2	140
MICOS10	140
TEX44	140
NAALAD2	140
SDHAF1	140
CIDEB	140
TIMM17B	140
MPC2	140
SUFU	141
GLI1	141
LCA5	141
CRTC2	141
CREB1	141
ARHGAP45	142
LRRC73	142
EVI5L	142
USH1G	142
CAB39	142
CCDC88B	142
ESCO2	142
GOLGA2	142
AJUBA	142
HAP1	142
FOXC2	142
FXR1	142
ZBTB10	142
HOOK2	142
RANBP3L	142
POF1B	142
RNF169	142
ENPP7	142
RBM22	142
CLIP3	142
PKN3	142
KIF24	142
SPANXN2	143
ZNF84	143
NOL12	143
ZNF2	143
CDC14B	143
HAND1	144
TWIST2	144
ID1	144
EXOC3L1	144
TCF3	144
TCF21	144
TCF12	144
FERD3L	144
ASCL3	144
ID3	144
MYOD1	144
SHTN1	145
NRIP1	145
NR5A1	145
RARB	145
FASTK	145
PPARGC1A	145
NR0B1	145
TOP3B	145
ESRRG	145
FAM107A	145
ESRRA	145
SYTL5	146
MLPH	146
RAB27A	146
RAB27B	146
MYRIP	146
COMP	147
AIDA	147
ATOX1	147
FAM118A	147
EMSY	147
PINX1	147
POC5	148
IQCE	148
IQCN	148
C11orf65	148
KCNN1	148
CALM2	148
CALM3	148
IQCG	148
SPATA17	148
CALM1	148
PDE4C	148
CD300A	149
GJB6	149
TMEM218	149
UNC50	149
TMEM199	149
SLC10A4	149
POLE3	150
POLE4	150
DR1	150
TBP	150
NFYB	150
BCL2L1	151
SLC39A6	151
BCL2A1	151
BAD	151
BCL2L2	151
BNIP5	151
TRIM44	152
WBP11	152
ZNF131	152
MORN4	152
SYTL2	152
KRCC1	153
MACROH2A1	153
SREK1	153
C4orf45	153
ARL6IP4	153
RPS25	153
RNF151	153
AGPAT3	153
C1orf35	153
PRPF40A	153
VCX2	153
SREK1IP1	153
NKAPD1	153
RP9	153
FAM133A	153
NKAPL	153
GRAP2	154
TYRO3	154
GAB2	154
GRB2	154
PBLD	154
GAREM1	154
AURKC	155
ZNHIT1	155
RPS26	155
B4GALNT2	155
TBCEL	155
OTX2	155
C2orf88	156
PRKAR2B	156
PRKAR1A	156
FAM153B	156
PRKACA	156
BBS2	157
LMO4	157
KYNU	157
STAC	157
ZNF135	157
HMOX1	158
RTP2	158
NDUFB11	158
SCAMP4	158
TMEM267	158
FIS1	158
TMEM187	158
HMOX2	158
VAMP4	158
C1GALT1	158
ELOVL6	158
ABHD6	158
FCRL5	159
USHBP1	159
CAGE1	159
BLOC1S1	159
ASB15	159
DTX2	160
DOK6	160
TENT2	160
COA6	160
PRR32	160
TBX6	160
SLC22A18AS	160
POLR2L	161
PSMA3	161
NFKBIA	161
PSMD3	161
PSMA6	161
SRSF10	162
HOXB6	162
CLK3	162
CLK1	162
SRSF8	162
VCP	163
ASPSCR1	163
UBXN6	163
METTL17	163
UBXN2B	163
DLG2	164
KDELR1	164
DLGAP3	164
DLGAP1	164
DLGAP2	164
MAGI2	164
VTN	164
DLG3	164
EIF4H	164
OSBP2	164
SEC23A	165
SEC23B	165
SEC23IP	165
ERLIN1	165
MIA3	165
SPATS1	166
RIPPLY3	166
CENPS-CORT	166
CTNNA3	166
CENPS	166
ZNF662	166
SMPD2	167
CACFD1	167
CMTM4	167
APOA4	167
SDR16C5	167
STAR	167
TFAM	167
AGTRAP	167
ACOT11	168
HDAC7	168
UBL3	168
NRIP2	168
BRWD1	168
TBPL1	169
SNRPG	169
TEX43	169
PLK3	169
SNRPE	169
LSM5	169
LSM7	169
SNRPF	169
IFIT2	170
HNRNPUL1	170
DZIP3	170
SMR3A	170
WWP2	170
LIN7C	171
CASK	171
LIN7A	171
PALS2	171
LIN7B	171
MPP2	171
TRIM5	171
MRRF	172
SYP	172
GDNF	172
SCAMP5	172
WIPI2	172
BEND2	173
PHF21A	173
BANP	173
TNXB	173
RHNO1	173
SP3	173
HEYL	173
ZNF143	173
SRARP	173
RHOQ	173
FLOT1	173
HHIPL1	173
PANX2	173
LIN54	173
PIMREG	174
ERMAP	174
GRAMD2A	174
KCNJ8	174
EMD	174
LEMD1	174
RBM41	175
KANK2	175
CDC20B	175
CHCHD3	175
SNX18	175
C19orf44	175
BBS4	176
RXRB	176
RXRG	176
NR1H2	176
NR1H3	176
ZBTB14	177
ZBTB39	177
HOMEZ	177
AEN	177
ZBTB33	177
ARL2	178
ARL15	178
GLYR1	178
ARL16	178
PDE6D	178
