cluster	p-value	GO-term
98	7.918602128799181	GO:0000738
99	8.745193502476479	GO:0007632
100	8.8993365996285	GO:1903765
101	9.632868969819793	GO:0006357
102	15.578511331464375	GO:0050776
103	8.324014159258464	GO:0045901
104	10.223790342762054	GO:0150104
105	22.234778610237022	GO:0030049
106	12.245465238248272	GO:0006887
107	21.349039047840744	GO:0010803
108	8.61167348358421	GO:0001505
109	21.463382433426272	GO:0016579
110	8.428816853300123	GO:0006357
111	39.177436903383416	GO:0006357
112	14.84741799753918	GO:0006357
113	11.70649216862821	GO:0043406
114	8.493894239596361	GO:0010980
115	16.59475853156644	GO:0034447
116	9.081650573820983	GO:0071926
117	11.121601017413063	GO:0000122
118	18.455399658469464	GO:2000582
119	43.982168496799986	GO:0061640
120	8.745193502476479	GO:0006546
121	24.366116732036435	GO:0010738
122	16.22705902818563	GO:0007405
123	10.494540695982204	GO:0006366
124	8.29323870980263	GO:0031644
125	8.8993365996285	GO:0046013
126	11.170649467207792	GO:0015031
127	34.43323367660638	GO:0006357
128	7.838563213392398	GO:1902254
129	8.570855280233022	GO:0044571
130	109.4140348203359	GO:0070268
131	18.1245759186303	GO:0006357
132	14.727059562679758	GO:0000398
133	8.234413374103818	GO:0030091
134	7.983129276367984	GO:0048341
135	14.595094587700189	GO:0048025
136	10.194161058830296	GO:0000398
137	12.657692098650806	GO:0071816
138	28.065795571506403	GO:0016338
139	16.06415050395779	GO:0036493
140	8.388541306681503	GO:0150020
141	14.72319395979173	GO:0021983
142	16.359485198234978	GO:0031122
143	7.78248891140188	GO:0072425
144	30.007868873755502	GO:0006357
145	34.25115108643487	GO:0006367
146	24.081914545426162	GO:0032402
147	8.8993365996285	GO:0010260
148	26.16878954462827	GO:0051343
149	9.513437815029834	GO:0055085
150	15.336849945649789	GO:0051123
151	30.91622875664158	GO:0097192
152	7.983129276419334	GO:0001961
153	19.350470620727062	GO:0008380
154	16.968763051433182	GO:0038095
155	8.8993365996285	GO:0019276
156	24.570400286567633	GO:0034199
157	9.081650573820983	GO:0019805
158	15.652261706183694	GO:0042167
159	8.388548888648739	GO:0018394
160	8.745193502476479	GO:0043489
161	27.398190800925274	GO:0070498
162	13.731995456794492	GO:0043484
163	18.28106143652173	GO:0032510
164	22.462318128048523	GO:0098962
165	25.377615274612882	GO:0090110
166	8.206246288287964	GO:0086073
167	12.613159521705395	GO:0120009
168	8.388548888648739	GO:0009266
169	27.24109265255734	GO:0000398
170	11.904892118026032	GO:0009615
171	28.334429734663434	GO:0007269
172	9.081650573820983	GO:0061739
173	12.995489518154734	GO:0007049
174	8.206246288287964	GO:0061817
175	8.8993365996285	GO:1905786
176	25.287226285913235	GO:0006367
177	15.936017733337426	GO:0006357
178	13.731995456794492	GO:0034260
